FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
696356.txt,https://www.choc-lit.com,23,www.choc-lit.com,16,0,com,100,0.625,0.5229071,0.067587404,3,1,0,0,0,9,0.391,0,0,0,0,0,2,0.087,1,822,9381,1,choc-lit,100,100,0,1,1,1,1,1,2,0,0,1,1,1,1,0,0,0,1,15,11,15,74,0,79,1
660133.txt,https://www.sarkariyojnaaa.com,29,www.sarkariyojnaaa.com,22,0,com,100,1,0.5229071,0.063818102,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,908,11230,1,sarkariyojnaaa,100,100,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,25,13,25,127,3,143,1
mw58708.txt,http://www.successgoo.com,24,www.successgoo.com,18,0,com,78.613694,1,0.5229071,0.070178014,3,1,0,0,0,12,0.5,0,0,0,0,0,1,0.042,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741676.txt,https://www.charite-academy.de,29,www.charite-academy.de,22,0,de,100,0.533333333,0.0326503,0.060609963,2,1,0,0,0,15,0.517,0,0,0,0,0,2,0.069,1,1228,4567,1,charite-acaemy,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,4,4,10,11,0,4,1
134328.txt,https://www.electronicspecifier.com,34,www.electronicspecifier.com,27,0,com,100,1,0.5229071,0.067576655,3,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,2029,765,1,electronicspecifier,100,100,0,0,1,0,0,1,0,2,0,1,1,1,1,0,0,0,1,53,3,8,201,1,81,1
8077119.txt,https://sb0-mdh7.web.app/,25,sb0-mdh7.web.app,16,0,app,54.73345588,0.416666667,0.001502,0.03469853,3,1,0,0,0,11,0.44,2,0.08,0,0,0,4,0.16,1,2,2278,1,sb0-mdh7web,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
417284.txt,https://www.health.wa.gov.au,27,www.health.wa.gov.au,20,0,au,100,0.538461538,0.0100856,0.052678669,2,3,0,0,0,12,0.444,0,0,0,0,0,3,0.111,1,660,10717,1,helthwgov,0,0,1,0,1,0,0,1,0,2,0,1,1,1,0,0,1,0,1,14,0,3,47,0,21,1
760162.txt,https://www.fepetanca.com,24,www.fepetanca.com,17,0,com,100,1,0.5229071,0.067500381,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,2240,35644,1,fepetanca,100,100,0,1,1,0,0,0,0,3,0,1,1,0,0,0,0,0,1,70,15,22,276,9,318,1
7972998.txt,http://base-panelllq-5.tk/server/,32,base-panelllq-5.tk,18,0,tk,37.08307692,0.666666667,0.000386,0.051182681,2,0,0,0,0,20,0.625,1,0.031,0,0,0,4,0.125,0,17,200,1,base-panelllq-5server,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8122913.txt,http://cd16195-wordpress-lvnju.tw1.ru/dhhll/tracking/fv5ejh/msg.php?id=71499453,79,cd16195-wordpress-lvnju.tw1.ru,30,0,ru,15.5636944,0.555555556,0.0180132,0.032471978,2,1,0,0,0,46,0.582,15,0.19,1,1,0,9,0.139,0,9,87,1,cd16195-wordpress-lvnjutw1dhhlltrackingfv5ejhmsgphp?id=71499453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901650.txt,https://www.op.org.au,20,www.op.org.au,13,0,au,100,0.666666667,0.0100856,0.066933893,2,2,0,0,0,6,0.3,0,0,0,0,0,2,0.1,1,1252,2160,1,oporg,0,0,0,0,1,0,0,1,0,5,0,1,0,0,0,0,0,0,0,20,25,19,45,2,23,1
17576.txt,https://www.applovin.com,23,www.applovin.com,16,0,com,100,1,0.5229071,0.058368394,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,1094,8047,1,applovin,100,100,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,26,7,12,124,6,106,1
81624.txt,https://www.brewhoop.com,23,www.brewhoop.com,16,0,com,100,1,0.5229071,0.061410325,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,5470,29699,1,brewhoop,100,100,1,0,1,0,0,1,0,2,0,1,1,0,0,1,0,1,1,66,4,15,183,0,266,1
509602.txt,https://www.gamegrene.com,24,www.gamegrene.com,17,0,com,100,1,0.5229071,0.069386925,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,463,567,1,gamegrene,100,100,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,3,2,2,76,0,14,1
160013.txt,https://www.iheartmyart.com,26,www.iheartmyart.com,19,0,com,100,1,0.5229071,0.063423825,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,3684,14090,1,iheartmyart,100,100,0,0,1,0,0,1,0,36,0,1,0,1,1,0,0,0,1,44,4,8,73,0,206,1
8133696.txt,https://csmoneysellskin.xyz/auth.php,36,csmoneysellskin.xyz,19,0,xyz,33.1192822,1,0.0017496,0.046591048,3,0,0,0,0,25,0.694,0,0,0,0,0,3,0.083,1,9,50,1,csmoneysellskinauthphp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409294.txt,https://www.chardfarm.co.nz,26,www.chardfarm.co.nz,19,0,nz,100,0.833333333,0.0019933,0.060275778,2,2,0,0,0,12,0.462,0,0,0,0,0,2,0.077,1,1046,245,1,chardfarmco,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24,11,3,203,0,17,1
657234.txt,https://www.normalcolon.com,26,www.normalcolon.com,19,0,com,100,1,0.5229071,0.073956121,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,792,2194,1,normallon,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,34,10,22,5,0,104,1
102439.txt,https://www.soane.org,20,www.soane.org,13,0,org,100,1,0.0799628,0.078731953,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,429,8097,1,soane,100,100,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,10,8,12,59,0,42,1
448218.txt,https://www.transcriptionwave.com,32,www.transcriptionwave.com,25,0,com,100,1,0.5229071,0.062178894,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,932,772,1,transcriptionwave,100,100,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,2,4,2,1,11,1
8004974.txt,https://conferindo-meusaldonline-2023.com/luiza/?userid=&uri=lbhyrnpop5un1vnqgmicpemebq7cxzknmbaxuchoshc=,104,conferindo-meusaldonline-2023.com,33,0,com,13.61245529,0.620689655,0.5229071,0.048039711,3,0,0,0,0,80,0.769,7,0.067,2,1,0,6,0.087,1,90,394,1,conferindo-meusaldonline-2023luiza?userid=&uri=lbhyrnpop5un1vnqgmicpemebq7cxzknmbaxuchoshc,0,98.9010989,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,2,0
7984538.txt,https://prsepotle.firebaseapp.com/,33,prsepotle.firebaseapp.com,25,0,com,74.94153846,0.571428571,0.5229071,0.06063357,3,1,0,0,0,23,0.697,0,0,0,0,0,2,0.061,1,16,110,1,prsepotlefirebaseapp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
146438.txt,https://www.narragansettbeer.com,31,www.narragansettbeer.com,24,0,com,100,1,0.5229071,0.067035139,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,1612,11467,1,narragansettbeer,100,100,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,26,17,33,48,0,60,1
844676.txt,https://www.autolyric.com,24,www.autolyric.com,17,0,com,100,1,0.5229071,0.063698463,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,207,2615,1,autolyric,100,100,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,25,14,22,0,7,1
61700.txt,https://www.clojurescript.org,28,www.clojurescript.org,21,0,org,100,1,0.0799628,0.060373326,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,241,578,1,clojurescript,100,100,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,5,7,6,22,1,11,1
462752.txt,https://www.irn.ru,17,www.irn.ru,10,0,ru,100,1,0.0180132,0.061263443,2,1,0,0,0,4,0.235,0,0,0,0,0,1,0.059,1,1499,1507,1,in,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,15,3,8,206,2,11,1
596448.txt,https://www.goldensegroupinc.com,31,www.goldensegroupinc.com,24,0,com,100,1,0.5229071,0.061910114,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,1609,2373,1,goldensegroupinc,100,100,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,126,14,22,159,8,39,1
7985255.txt,http://modafemininbr.com,23,modafemininbr.com,17,0,com,71.27757353,1,0.5229071,0.06290681,3,0,0,0,0,15,0.652,0,0,0,0,0,1,0.043,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243088.txt,https://www.kunocreative.com,27,www.kunocreative.com,20,0,com,100,1,0.5229071,0.06484274,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,1291,1539,1,kunocreative,100,100,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,28,7,29,103,1,103,1
8082553.txt,http://www.rakcten-card.hfujsen.cn/,35,www.rakcten-card.hfujsen.cn,27,0,cn,58.16005041,0.4,0.0033218,0.054522844,2,2,0,0,0,20,0.571,0,0,0,0,0,4,0.114,0,13,71,1,rakcten-cardhfujsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462964.txt,https://www.pyneonline.com.au,28,www.pyneonline.com.au,21,0,au,100,0.785714286,0.0100856,0.065522979,2,2,0,0,0,14,0.5,0,0,0,0,0,2,0.071,1,811,978,1,pyneonlinecom,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,13,7,18,71,2,17,1
8105292.txt,https://maildinshaakckjnw204.web.app/,37,maildinshaakckjnw204.web.app,28,0,app,36.68191414,0.875,0.001502,0.041584408,3,1,0,0,0,23,0.622,3,0.081,0,0,0,3,0.081,1,108,8125,1,maildinshaakckjnw204web,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
8066899.txt,https://cutt.us/0tm4i,21,cutt.us,7,0,us,57.3964497,1,0.0045585,0.04408543,2,0,0,0,0,9,0.429,2,0.095,0,0,0,2,0.095,1,15,2803,1,cutt0tm4i,0,100,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0
507092.txt,https://www.baltomaritimemuseum.org,34,www.baltomaritimemuseum.org,27,0,org,100,1,0.0799628,0.063793819,3,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,966,8047,1,baltomaritimemuseum,100,100,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,32,5,5,82,1,85,1
mw149930.txt,http://www.moldovain.fit,24,www.moldovain.fit,17,0,fit,64.58157227,1,0.0000326,0.057157685,3,1,0,0,0,12,0.5,0,0,0,0,0,1,0.042,0,8,38,1,moldovain,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546338.txt,https://www.azeri.net,20,www.azeri.net,13,0,net,100,1,0.0384199,0.064067283,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,184,1408,1,azeri,100,100,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,10,2,6,8,1,47,1
847154.txt,https://www.accutrex.com,23,www.accutrex.com,16,0,com,100,1,0.5229071,0.06446184,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,1331,9381,1,accutrex,100,100,0,1,1,0,0,0,0,5,0,1,1,1,0,0,0,0,0,40,14,29,157,0,160,1
mw2225.txt,http://www.introy.toh.info,25,www.introy.toh.info,19,0,info,62.68382353,0.7,0.0075051,0.055903361,4,2,0,0,0,12,0.48,0,0,0,0,0,2,0.08,0,16,50,1,introytoh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837781.txt,https://www.tinmantech.com,25,www.tinmantech.com,18,0,com,100,1,0.5229071,0.066098918,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,761,473,1,tinmantech,100,100,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,37,4,14,122,3,4,1
m2w00326.txt,http://www.edenwestreporting.com.au,34,www.edenwestreporting.com.au,28,0,au,64.61877757,0.857142857,0.0100856,0.063885922,2,2,0,0,0,21,0.618,0,0,0,0,0,2,0.059,0,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651227.txt,https://www.highlashdarling.com,30,www.highlashdarling.com,23,0,com,100,1,0.5229071,0.051999879,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,3633,3970,1,highlashdarling,100,100,0,0,1,0,0,1,0,19,0,0,1,1,1,1,1,0,1,115,3,26,122,2,15,1
228234.txt,https://www.codingthesmartway.com,32,www.codingthesmartway.com,25,0,com,100,1,0.5229071,0.058951954,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,543,491,1,dingthesmartway,88.23529412,88.23529412,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,14,4,1,40,14,10,1
8005767.txt,https://wirelessdriversoftware.com/confirm-now/,46,wirelessdriversoftware.com,26,0,com,40.60657717,1,0.5229071,0.060051834,3,0,0,0,0,35,0.761,0,0,0,0,0,3,0.065,1,2,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oph08084.txt,http://1636365.com/assets/@element-plus.6b0e43d0.js/assets/@happys.755bd3e6.js/assets/@intlify.595663c5.js/assets/,114,1636365.com,11,0,com,7.670604832,1,0.5229071,0.040335905,3,0,0,0,0,64,0.561,24,0.211,0,0,0,19,0.167,0,86,266643,1,1636365assets@element-plus6b0e43d0jsassets@happys755bd3e6jsassets@intlify595663c5jsassets,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,63,67,0,1,0
8104949.txt,https://maildinshaakckjnw380.web.app/,37,maildinshaakckjnw380.web.app,28,0,app,36.68191414,0.875,0.001502,0.041536566,3,1,0,0,0,23,0.622,3,0.081,0,0,0,3,0.081,1,108,8125,1,maildinshaakckjnw380web,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
36494.txt,https://www.pubpeer.com,22,www.pubpeer.com,15,0,com,100,1,0.5229071,0.057887358,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,521,1314,1,pubpeer,100,100,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,14,3,7,31,0,32,1
8039359.txt,https://aoll.jatojegabufdhdd.workers.dev/,41,aoll.jatojegabufdhdd.workers.dev,32,0,dev,30.90672348,0.571428571,0.0009613,0.049386671,3,2,0,0,0,29,0.707,0,0,0,0,0,4,0.098,1,7,56864,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
8021178.txt,https://bafybeicznlmfltnnen4qrykle5rr573xmpcfbkqmf63b4jm3astu4lf7uy.ipfs.dweb.link/,82,bafybeicznlmfltnnen4qrykle5rr573xmpcfbkqmf63b4jm3astu4lf7uy.ipfs.dweb.link,74,0,link,12.39152666,0.333333333,0.0003306,0.035022488,4,2,0,0,0,60,0.732,11,0.134,0,0,0,3,0.037,1,188,1721,1,bafybeicznlmfltnnen4qrykle5rr573xmpcfbkqmf63b4jm3astu4lf7uyipfsdweb,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,7,0,0,2,0
783809.txt,https://www.100milefreepress.net,31,www.100milefreepress.net,24,0,net,100,1,0.0384199,0.052987574,3,1,0,0,0,15,0.484,3,0.097,0,0,0,1,0.032,1,1968,32259,1,100milefreepress,100,100,1,1,1,0,0,1,0,5,0,1,1,1,0,1,0,1,1,42,9,18,368,2,312,1
514600.txt,https://www.devilmaycry.com,26,www.devilmaycry.com,19,0,com,100,1,0.5229071,0.055175511,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,215,146,1,devilmaycry,100,100,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,25,5,7,3,0,10,1
140146.txt,https://www.kaldi.co.jp,22,www.kaldi.co.jp,15,0,jp,100,0.75,0.0230451,0.051835921,2,2,0,0,0,8,0.364,0,0,0,0,0,2,0.091,1,595,1958,1,kaldico,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,17,5,6,74,0,75,1
610080.txt,https://www.vuurkorfwinkel.nl,28,www.vuurkorfwinkel.nl,21,0,nl,100,1,0.0082003,0.044645088,2,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,6577,31859,1,vuurkorfwikel,0,0,1,1,1,1,0,1,1,2,0,1,1,1,1,0,1,0,1,70,2,19,341,1,382,1
mw56328.txt,http://www.suxjweyfs.cf,22,www.suxjweyfs.cf,16,0,cf,54.35333897,1,0.0001858,0.035402395,2,1,0,0,0,10,0.455,0,0,0,0,0,1,0.045,0,20,210,1,suxjweyfs,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143166.txt,https://www.talkatone.com,24,www.talkatone.com,17,0,com,100,1,0.5229071,0.068792433,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,521,1835,1,talkatone,100,100,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,14,6,13,33,0,22,1
8080740.txt,http://129.226.210.78/v3/signin/identifier?dsh=s-134104496%3a1679126413792254&amp%3bfollowup=https%3a%2f%2faccounts.google.com%2f%3f&amp%3bifkv=awnoghc51vdnhgiuka5agdt7j51rncq5mwur037yafwwypnshvguiicgf4vjn4fvr2bx1gcxzitf&amp%3bpassive=1209600&amp%3bxrealip=107.178.238.56&continue=https%3a%2f%2faccounts.google.com%2f%3f&xrealip=34.198.46.118&flowname=weblitesignin&flowentry=servicelogin&ifkv=awnoghdeab8lc262rxpvyctpv7b-9vvd2tbp0d8nk0edkq8_vvtpk5w8p1_zwczknehpe_cykqarqq,472,129.226.210.78,14,1,78,1.943121758,0.363636364,0,0.034384633,2,2,0,0,0,301,0.638,108,0.229,10,1,15,30,0.119,1,125,54647,1,129226210v3signinidentifier?dsh=s-134104496%3a1679126413792254&amp%3bfollowup=https%3a%2f%2faccountsgooglecom%2f%3f&amp%3bifkv=awnoghc51vdnhgiuka5agdt7j51rncq5mwur037yafwwypnshvguiicgf4vjn4fvr2bx1gcxzitf&amp%3bpassive=1209600&amp%3bxrealip=107123856&continue=https%3a%2f%2faccountsgooglecom%2f%3f&xrealip=3419846118&flowname=weblitesignin&flowentry=servicelogin&ifkv=awnoghdeab8lc262rxpvyctpv7b-9vvd2tbp0d8nk0edkq8_vvtpk5w8p1_zwczknehpe_cykqarqq,0,0,0,0,1,1,0,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,2,0,5,0
43797.txt,https://www.mcponline.org,24,www.mcponline.org,17,0,org,100,1,0.0799628,0.067019951,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,9210,26824,1,mcponline,100,100,0,1,1,0,0,0,1,16,0,1,1,1,0,0,1,1,1,23,29,16,56,2,69,1
125376.txt,https://www.covalenthq.com,25,www.covalenthq.com,18,0,com,100,1,0.5229071,0.059437497,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1773,1641,1,valenthq,80,80,1,0,1,0,0,1,0,2,1,1,1,1,0,1,0,1,0,50,1,8,93,0,42,1
840903.txt,https://www.tilfoundation.org,28,www.tilfoundation.org,21,0,org,100,1,0.0799628,0.061481964,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,471,436,1,tilfoundation,100,100,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,18,1,5,66,0,47,1
oph11650.txt,http://www.reach.africa/wp-admin/js/mage/,41,www.reach.africa,16,0,africa,42.99643282,1,0.0000514,0.056592986,6,1,0,0,0,24,0.585,0,0,0,0,0,6,0.146,0,11,88,1,reachwp-adminjsmage,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8021221.txt,https://account.heiroot.com/jp.php,33,account.heiroot.com,19,0,com,58.95244357,0.533333333,0.5229071,0.061380791,3,1,0,0,0,21,0.636,0,0,0,0,0,4,0.121,1,35,126,1,accountheirootjpph,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
oph01266.txt,https://ebykrzzaekply-dot-ny-sole-xzuywa.ue.r.appspot.com/#[email%c2%a0protected],81,ebykrzzaekply-dot-ny-sole-xzuywa.ue.r.appspot.com,49,0,com,20.58851871,0.311111111,0.5229071,0.051645586,3,3,0,0,0,57,0.704,2,0.025,0,0,2,12,0.173,1,12,90,1,ebykrzzaekply-dot-ny-sole-xzuywauerappspot#[email%c2%a0protected],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226575.txt,https://www.saigontourist.net,28,www.saigontourist.net,21,0,net,100,1,0.0384199,0.064072871,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,2467,737,1,saigontourist,100,100,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,27,18,32,159,2,24,1
mw38890.txt,http://www.fire1.firefoxupdata.com,33,www.fire1.firefoxupdata.com,27,0,com,54.54545455,0.789473684,0.5229071,0.053134979,3,2,0,0,0,19,0.576,1,0.03,0,0,0,2,0.061,0,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74966.txt,https://www.tnstate.edu,22,www.tnstate.edu,15,0,edu,100,1,0.0115013,0.063234708,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1663,2871,1,tnstate,100,100,1,0,1,0,0,1,0,55,0,1,0,0,0,0,1,0,1,87,12,19,179,2,55,1
414867.txt,https://www.erc.ie,17,www.erc.ie,10,0,ie,100,1,0.0015878,0.071936472,2,1,0,0,0,4,0.235,0,0,0,0,0,1,0.059,1,638,3495,1,erc,100,100,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,10,8,13,169,0,173,1
784250.txt,https://www.djur.cob.lu.se,25,www.djur.cob.lu.se,18,0,se,100,0.454545455,0.0040185,0.045816354,2,3,0,0,0,10,0.4,0,0,0,0,0,3,0.12,1,221,915,1,djurcoblu,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8,7,5,1,0,8,1
416539.txt,https://www.mashallahnews.com,28,www.mashallahnews.com,21,0,com,100,1,0.5229071,0.058942742,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,532,9381,1,mashallahnews,100,100,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,15,11,18,49,1,57,1
707769.txt,https://www.webdictionary.co.uk,30,www.webdictionary.co.uk,23,0,uk,100,0.875,0.028555,0.058251878,2,2,0,0,0,16,0.533,0,0,0,0,0,2,0.067,1,188,212,1,webdictionaryco,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,3,7,43,0,2,1
8000858.txt,https://francemsgcabc3.web.app/,30,francemsgcabc3.web.app,22,0,app,49.19151994,0.833333333,0.001502,0.051483509,3,1,0,0,0,19,0.633,1,0.033,0,0,0,2,0.067,1,108,8125,1,francemsgcabc3web,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
8028049.txt,https://heartfeltlightapplicationstack.promeriy.repl.co/,55,heartfeltlightapplicationstack.promeriy.repl.co,47,0,co,30.45118455,0.704545455,0.0059772,0.058026247,2,2,0,0,0,44,0.8,0,0,0,0,0,3,0.055,1,198,869,1,heartfeltlightapplicationstackpromeriyrepl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
258294.txt,https://www.mednza.com,21,www.mednza.com,14,0,com,100,1,0.5229071,0.062578537,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,1023,7320,1,mednza,100,100,1,0,1,1,0,1,0,3,0,0,0,0,1,0,0,0,1,30,12,17,35,2,5,1
471913.txt,https://www.piecesofberlin.com,29,www.piecesofberlin.com,22,0,com,100,1,0.5229071,0.064142757,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,619,10037,1,piecesofberlin,100,100,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,28,10,5,83,2,93,1
7968993.txt,https://rcu6.com/email-account.php,33,rcu6.com,8,0,com,31.18562349,1,0.5229071,0.060295869,3,0,0,0,0,20,0.606,1,0.03,0,0,0,4,0.121,1,9,92,1,rcu6email-accountph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
28652.txt,https://www.samedaypros.com,26,www.samedaypros.com,19,0,com,100,1,0.5229071,0.064146969,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,2293,23030,1,samedaypros,100,100,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,50,0,9,62,0,80,1
71743.txt,https://www.equity.org.uk,24,www.equity.org.uk,17,0,uk,100,0.7,0.028555,0.047941666,2,2,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,499,235,1,eqityorg,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,15,2,12,63,2,4,1
771308.txt,https://www.carbondalearts.com,29,www.carbondalearts.com,22,0,com,100,1,0.5229071,0.067049826,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,4253,14183,1,carbondalearts,100,100,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,28,4,15,126,0,34,1
oph06375.txt,http://ihnaim22.github.io/facebook-old-login-page,49,ihnaim22.github.io,18,0,io,31.66693034,0.6,0.0129268,0.053956471,2,1,0,0,0,34,0.694,2,0.041,0,0,0,6,0.122,0,9,58,1,ihnaim22githubfacebook-old-login-page,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
