FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
5459410.txt,http://templat65sldh.myfreesites.net/,36,templat65sldh.myfreesites.net,29,0,net,53.96749901,0.56,0.0384199,0.052488673,3,1,0,0,0,25,0.694,2,0.056,0,0,0,2,0.056,0,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oph00044.txt,http://lavozdeloscentauros.com/,30,lavozdeloscentauros.com,23,0,com,67.33333333,1,0.5229071,0.064027339,3,0,0,0,0,22,0.733,0,0,0,0,0,1,0.033,0,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529515.txt,https://www.flipflopwines.com,28,www.flipflopwines.com,21,0,com,100,1,0.5229071,0.05219619,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,455,9381,1,flipflopwines,100,100,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,5,10,24,49,0,63,1
472116.txt,https://www.sewmucheasier.com,28,www.sewmucheasier.com,21,0,com,100,1,0.5229071,0.064206365,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,2346,4658,1,sewmucheasier,100,100,1,0,1,1,1,1,0,2,0,1,1,1,0,1,1,0,1,124,4,11,284,0,221,1
7519613.txt,http://my.forms.app/form/6217e24f976b950bb6148afa,48,my.forms.app,12,0,app,30.25410045,0.75,0.001502,0.027894181,3,1,0,0,0,21,0.438,16,0.333,0,0,0,4,0.083,0,2,57,0,0,0,2.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481362.txt,https://www.internet-scout.de,28,www.internet-scout.de,21,0,de,100,0.642857143,0.0326503,0.062687014,2,1,0,0,0,14,0.5,0,0,0,0,0,2,0.071,1,382,1844,1,internet-scout,100,100,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,20,2,7,45,1,37,1
654458.txt,https://www.lolitabikinis.com,28,www.lolitabikinis.com,21,0,com,100,1,0.5229071,0.060332966,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,1396,2679,1,lolitabikinis,100,100,0,0,1,0,0,1,0,19,0,0,1,1,1,1,1,0,1,18,2,22,26,0,8,1
483124.txt,https://www.hayta.net,20,www.hayta.net,13,0,net,100,1,0.0384199,0.05751648,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,359,1400,1,hayta,100,100,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,18,2,1,8,5,8,1
mw214289.txt,http://www.sgnaturn.com,22,www.sgnaturn.com,16,0,com,75.53418803,1,0.5229071,0.060476627,3,1,0,0,0,10,0.455,0,0,0,0,0,1,0.045,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426897.txt,https://www.darientimes.com,26,www.darientimes.com,19,0,com,100,1,0.5229071,0.068044881,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,1879,10083,1,darientimes,100,100,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,104,4,14,137,1,26,1
650296.txt,https://www.giselcorbo.com,25,www.giselcorbo.com,18,0,com,100,1,0.5229071,0.068105811,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,387,1350,1,giselrbo,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,22,3,11,42,1,32,1
mw30122.txt,http://www.kristalgrabs.ru.xsph.ru,33,www.kristalgrabs.ru.xsph.ru,27,0,ru,45.33711405,0.65,0.0180132,0.046887963,2,3,0,0,0,19,0.576,0,0,0,0,0,3,0.091,0,9,44,1,kistalgabsuxsph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701184.txt,https://www.asia-pacific-solidarity.net,38,www.asia-pacific-solidarity.net,31,0,net,100,0.47826087,0.0384199,0.060535096,3,1,0,0,0,23,0.605,0,0,0,0,0,3,0.079,1,442,8143,1,asia-pacific-solidarity,100,100,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,11,30,2,97,1,9,1
7968551.txt,https://www.amaczon-co-jp.amazccn.lrvpli.top/ap/signin,53,www.amaczon-co-jp.amazccn.lrvpli.top,36,0,top,26.83647102,0.285714286,0.0002752,0.056032179,3,3,0,0,0,34,0.642,0,0,0,0,0,7,0.132,1,13,73,1,amaczon-co-jpamazccnlrvpliapsigni,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
oph02504.txt,http://www.u1932556.cp.regruhosting.ru/,39,www.u1932556.cp.regruhosting.ru,31,0,ru,76.68038409,0.833333333,0.0180132,0.037163789,2,3,0,0,0,17,0.436,7,0.179,0,0,0,4,0.103,0,246,1592,1,u1932556cpreghosting,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,12,0,8,0,0
oph03069.txt,https://steamcommunrity.com/fungirl,34,steamcommunrity.com,19,0,com,66.92965155,1,0.5229071,0.05917919,3,0,0,0,0,24,0.706,0,0,0,0,0,2,0.059,1,2,289,1,steammunrityfungir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw54175.txt,http://www.andraao.cf,20,www.andraao.cf,14,0,cf,75.48209366,1,0.0001858,0.071198958,2,1,0,0,0,8,0.4,0,0,0,0,0,1,0.05,0,20,208,1,andraao,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388163.txt,https://www.remodeez.com,23,www.remodeez.com,16,0,com,100,1,0.5229071,0.070510859,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,2905,2676,1,remodeez,100,100,0,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,0,88,1,14,41,0,20,1
8013695.txt,http://app.35-72-13-210.cprapid.com/ca-italia/pin.php,52,app.35-72-13-210.cprapid.com,28,0,com,22.06893778,0.458333333,0.5229071,0.042248891,3,2,0,0,0,26,0.5,9,0.173,0,0,0,10,0.192,0,5,61,0,0,4.166666667,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw83120.txt,http://www.m4hx.b1.luyouxia.net,30,www.m4hx.b1.luyouxia.net,24,0,net,43.92857143,0.625,0.0384199,0.039589537,3,3,0,0,0,14,0.467,2,0.067,0,0,0,3,0.1,0,31,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mw213348.txt,http://www.bowsbride.co.uk,25,www.bowsbride.co.uk,19,0,uk,79.77777778,0.833333333,0.028555,0.055552437,2,2,0,0,0,12,0.48,0,0,0,0,0,2,0.08,0,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125323.txt,https://www.southsidesox.com,27,www.southsidesox.com,20,0,com,100,1,0.5229071,0.06030167,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,6241,29714,1,southsidesox,100,100,1,0,1,0,0,1,0,2,0,1,1,0,0,1,0,1,1,99,4,15,254,0,314,1
898818.txt,https://www.securus.co.in,24,www.securus.co.in,17,0,in,100,0.8,0.0050842,0.063791746,2,2,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,1138,591,1,securusco,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,15,11,19,101,10,115,1
mw30000.txt,http://www.f0590519.xsph.ru,26,www.f0590519.xsph.ru,20,0,ru,55.28492647,0.923076923,0.0180132,0.014873368,2,2,0,0,0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,44,1,f0590519xsph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8055721.txt,https://4af3f41f-a082-4479-9987-f128838c7c4e.id.repl.co,55,4af3f41f-a082-4479-9987-f128838c7c4e.id.repl.co,47,0,co,28.73136193,0.25,0.0059772,0.024274891,2,2,0,0,0,17,0.309,23,0.418,0,0,0,7,0.127,1,198,869,1,4af3f41f-a082-4479-9987-f128838c7c4eidrepl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
247549.txt,https://www.synchronicer.com,27,www.synchronicer.com,20,0,com,100,1,0.5229071,0.064888128,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,4808,795,1,synchronicer,100,100,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,77,2,7,93,0,3,1
252195.txt,https://www.baaamdelivery.com,28,www.baaamdelivery.com,21,0,com,100,1,0.5229071,0.060418072,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,2968,592,1,baaamdelivery,100,100,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,34,15,17,65,1,78,1
53003.txt,https://www.sylva.org.uk,23,www.sylva.org.uk,16,0,uk,100,0.666666667,0.028555,0.047678595,2,2,0,0,0,9,0.391,0,0,0,0,0,2,0.087,1,552,438,1,sylvaorg,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,42,1,8,35,3,28,1
8035179.txt,https://aggiornamentasistema.com/,32,aggiornamentasistema.com,24,0,com,60.05555556,1,0.5229071,0.067372536,3,0,0,0,0,23,0.719,0,0,0,0,0,1,0.031,1,180,121,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,1,2,0,0,1,0
382520.txt,https://www.nhmuseum.gr,22,www.nhmuseum.gr,15,0,gr,100,1,0.0016589,0.049109893,2,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,663,8574,1,nhmuseum,100,100,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,13,1,4,96,3,22,1
mw131354.txt,http://www.smartindiapanel.xyz,30,www.smartindiapanel.xyz,23,0,xyz,57.11904762,1,0.0017496,0.051690964,3,1,0,0,0,18,0.6,0,0,0,0,0,1,0.033,0,2,871,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
107805.txt,https://www.az.com.na,20,www.az.com.na,13,0,na,100,0.666666667,0.0000352,0.063489561,2,2,0,0,0,6,0.3,0,0,0,0,0,2,0.1,1,4905,54936,1,azcom,0,0,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,0,1,129,8,15,381,1,370,1
492762.txt,https://www.airfinancejournal.com,32,www.airfinancejournal.com,25,0,com,100,1,0.5229071,0.063324799,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,715,389,1,airfinancejournal,100,100,1,1,1,0,0,1,0,4,0,0,0,0,0,1,0,0,0,1,5,21,30,0,1,1
31676.txt,https://www.pallmallbarbers.nyc,30,www.pallmallbarbers.nyc,23,0,nyc,100,1,0.0002125,0.052285594,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,775,1915,1,pallmallbarbers,100,100,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,38,2,7,61,0,80,1
mw144930.txt,http://www.s4tiva.com,20,www.s4tiva.com,14,0,com,80,0.833333333,0.5229071,0.055325197,3,1,0,0,0,7,0.35,1,0.05,0,0,0,1,0.05,0,11,70,1,s4tiva,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
836729.txt,https://www.flagsworld.org,25,www.flagsworld.org,18,0,org,100,1,0.0799628,0.052991482,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,2607,1451,1,flagswld,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,238,5,11,4,64,9,1
144209.txt,https://www.spiritjersey.com,27,www.spiritjersey.com,20,0,com,100,1,0.5229071,0.058253664,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,8372,13245,1,spiritjersey,100,100,0,0,1,0,0,1,0,21,0,1,1,1,1,1,1,0,1,318,4,33,162,247,115,1
8043647.txt,https://www-info-epos.huiniaodan.com/jp.php,43,www-info-epos.huiniaodan.com,28,0,com,34.64852608,0.458333333,0.5229071,0.050946036,3,1,0,0,0,29,0.674,0,0,0,0,0,6,0.14,1,35,126,1,www-info-eposhuiniaodanjpphp,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
89174.txt,https://www.aud.edu,18,www.aud.edu,11,0,edu,100,1,0.0115013,0.052644624,3,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,3432,910,1,aud,100,100,1,0,1,0,0,1,0,4,0,1,1,1,0,0,0,0,1,162,5,16,265,1,20,1
7983243.txt,http://walletconnectlive.blogspot.com,36,walletconnectlive.blogspot.com,30,0,com,51.15864528,0.692307692,0.5229071,0.060988609,3,1,0,0,0,27,0.75,0,0,0,0,0,2,0.056,0,11,82,1,walletnnectliveblogspot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
496990.txt,https://www.liechtensteinusa.org,31,www.liechtensteinusa.org,24,0,org,100,1,0.0799628,0.063837715,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,2234,997,1,liechtensteinusa,100,100,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,62,3,6,155,10,27,1
392617.txt,https://www.romanherzoginstitut.de,33,www.romanherzoginstitut.de,26,0,de,100,1,0.0326503,0.057162679,2,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,2336,5446,1,romanherzoginstitut,100,100,1,0,1,0,0,1,0,14,0,1,1,1,0,0,0,0,1,23,5,25,54,1,12,1
8039503.txt,https://link.tkilef.top,23,link.tkilef.top,15,0,top,62,0.636363636,0.0002752,0.049506896,3,1,0,0,0,13,0.565,0,0,0,0,0,2,0.087,1,38,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0
mw99029.txt,http://www.sartco-ir.com,24,www.sartco-ir.com,17,0,com,71.83673469,0.777777778,0.5229071,0.071982988,3,1,0,0,0,11,0.458,0,0,0,0,0,2,0.083,0,49,762,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
859216.txt,https://www.les-fontaines.com,28,www.les-fontaines.com,21,0,com,100,0.769230769,0.5229071,0.067181504,3,1,0,0,0,14,0.5,0,0,0,0,0,2,0.071,1,1018,2657,1,les-fontaines,100,100,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,11,6,6,112,3,118,1
7719216.txt,https://ligneauthenpostale.web.app/,34,ligneauthenpostale.web.app,26,0,app,41.50777997,0.863636364,0.001502,0.055313974,3,1,0,0,0,24,0.706,0,0,0,0,0,2,0.059,1,19,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
400077.txt,https://www.scribe.org,21,www.scribe.org,14,0,org,100,1,0.0799628,0.066331378,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,540,4571,1,scribe,100,100,1,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,1,7,6,11,56,1,32,1
730467.txt,https://www.irock.cl,19,www.irock.cl,12,0,cl,100,1,0.0012193,0.064898492,2,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,2557,8047,1,irok,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,121,33,28,174,14,205,1
28211.txt,https://www.mos.org,18,www.mos.org,11,0,org,100,1,0.0799628,0.076841802,3,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,1603,2260,1,mos,100,100,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,28,8,22,86,2,26,1
8004466.txt,https://23050.servece.repl.co/,29,23050.servece.repl.co,21,0,co,36.50736615,0.722222222,0.0059772,0.048444775,2,2,0,0,0,13,0.448,5,0.172,0,0,0,3,0.103,1,198,869,1,23050servecerepl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
mw140675.txt,http://www.177y.vmuqw.com,24,www.177y.vmuqw.com,18,0,com,50.47619048,0.9,0.5229071,0.028119094,3,2,0,0,0,8,0.333,3,0.125,0,0,0,2,0.083,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw51318.txt,http://www.port25.biz,20,www.port25.biz,14,0,biz,80,1,0.0017975,0.041683686,3,1,0,0,0,6,0.3,2,0.1,0,0,0,1,0.05,0,16,50,1,port25,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476187.txt,https://www.nwcb.wa.gov,22,www.nwcb.wa.gov,15,0,gov,100,0.714285714,0.0033282,0.048389805,3,2,0,0,0,8,0.364,0,0,0,0,0,2,0.091,1,544,585,1,nwcbwa,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,26,3,6,62,0,63,1
630687.txt,https://www.crownandhalo.com,27,www.crownandhalo.com,20,0,com,100,1,0.5229071,0.06434514,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,507,2778,1,crownandhalo,100,100,0,0,1,0,0,1,0,3,0,1,0,1,0,0,1,0,1,7,5,11,16,2,1,1
124015.txt,https://www.abradoodle.com,25,www.abradoodle.com,18,0,com,100,1,0.5229071,0.068386411,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,182,267,1,abradoodle,100,100,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,8,3,8,0,1,10,1
mw143406.txt,http://www.pox23.io,19,www.pox23.io,12,0,io,73.61111111,1,0.0129268,0.042847456,2,1,0,0,0,5,0.263,2,0.105,0,0,0,1,0.053,0,15,155,1,pox23,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw13910.txt,http://www.baroquetees.com,25,www.baroquetees.com,19,0,com,72.92517007,1,0.5229071,0.06589915,3,1,0,0,0,13,0.52,0,0,0,0,0,1,0.04,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126383.txt,https://www.iraqoilreport.com,28,www.iraqoilreport.com,21,0,com,100,1,0.5229071,0.065886577,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,701,9381,1,iraqoilreport,100,100,0,1,1,0,0,1,0,2,0,1,1,1,0,0,0,0,1,14,12,3,64,0,77,1
713311.txt,https://www.napajapan.com,24,www.napajapan.com,17,0,com,100,1,0.5229071,0.061094185,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,3140,21291,1,napajapan,100,100,1,0,1,1,1,1,0,19,0,1,1,0,1,1,1,0,1,25,5,28,196,3,17,1
460603.txt,https://www.lisaandherworld.com,30,www.lisaandherworld.com,23,0,com,100,1,0.5229071,0.059506533,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,5770,53105,1,lisaandherworld,100,100,1,0,0,0,0,0,0,34,0,1,0,1,0,1,1,0,1,24,15,11,52,1,78,1
131257.txt,https://www.freemaninstitute.com,31,www.freemaninstitute.com,24,0,com,100,1,0.5229071,0.064349077,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,568,546,1,freemaninstitute,100,100,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,8,0,2,4,0,18,1
595056.txt,https://www.it-course.ru,23,www.it-course.ru,16,0,ru,100,0.777777778,0.0180132,0.066085618,2,1,0,0,0,9,0.391,0,0,0,0,0,2,0.087,1,1572,817,1,it-couse,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,42,8,15,76,1,7,1
mw11247.txt,http://www.team-viewer.site,26,www.team-viewer.site,20,0,site,68.77777778,0.636363636,0.0017656,0.060619798,4,1,0,0,0,13,0.5,0,0,0,0,0,2,0.077,0,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559880.txt,https://www.association-of-noise-consultants.co.uk,49,www.association-of-noise-consultants.co.uk,42,0,uk,100,0.342857143,0.028555,0.067237946,2,2,0,0,0,32,0.653,0,0,0,0,0,5,0.102,1,1554,2392,1,association-of-noise-consltantsco,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,7,17,30,84,15,93,1
8007660.txt,https://srvr-8j.firebaseapp.com/,31,srvr-8j.firebaseapp.com,23,0,com,69.81944444,0.684210526,0.5229071,0.052235562,3,1,0,0,0,19,0.613,1,0.032,0,0,0,3,0.097,1,108,8125,1,srvr-8jfirebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
859836.txt,https://www.mcfarlandfuneralchapel.com,37,www.mcfarlandfuneralchapel.com,30,0,com,100,1,0.5229071,0.058168363,3,1,0,0,0,24,0.649,0,0,0,0,0,1,0.027,1,4895,60689,1,mcfarlandfuneralchapel,100,100,1,0,1,0,0,1,0,4,1,1,1,1,0,0,1,1,1,50,22,38,140,11,18,1
546692.txt,https://www.btr.com,18,www.btr.com,11,0,com,100,1,0.5229071,0.063034012,3,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,3890,23219,1,btr,100,100,0,0,1,1,0,1,2,2,1,1,1,1,1,0,1,0,1,90,1,22,121,7,105,1
86847.txt,https://www.sysco.com,20,www.sysco.com,13,0,com,100,1,0.5229071,0.067888712,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,758,727,1,sys,60,60,1,1,1,0,0,1,0,2,0,0,0,0,0,1,0,0,1,16,6,18,73,15,22,1
mw141493.txt,http://www.sbdgb.com,19,www.sbdgb.com,13,0,com,76.38888889,1,0.5229071,0.047832585,3,1,0,0,0,7,0.368,0,0,0,0,0,1,0.053,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8028203.txt,http://587c88df-b417-4d76-9193-26ff31ef6f64.id.repl.co,53,587c88df-b417-4d76-9193-26ff31ef6f64.id.repl.co,47,0,co,30.59891712,0.204545455,0.0059772,0.018679559,2,2,0,0,0,17,0.321,22,0.415,0,0,0,7,0.132,0,314,871,1,58788df-b417-4d76-9193-26ff31ef6f64idrepl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
mw37595.txt,http://www.senseye.ikwb.com,26,www.senseye.ikwb.com,20,0,com,65.16724337,0.666666667,0.5229071,0.056857765,3,2,0,0,0,13,0.5,0,0,0,0,0,2,0.077,0,16,50,1,senseyeikwb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246725.txt,https://www.cmdapp.it,20,www.cmdapp.it,13,0,it,100,1,0.012178,0.051344445,2,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,533,5375,1,cmdapp,100,100,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,15,18,29,62,0,65,1
527488.txt,https://www.ruralmom.com,23,www.ruralmom.com,16,0,com,100,1,0.5229071,0.068150115,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,1096,9381,1,ruralmom,100,100,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,22,13,12,168,0,178,1
450695.txt,https://www.625.uk.com,21,www.625.uk.com,14,0,com,100,1,0.5229071,0.032378889,3,2,0,0,0,4,0.19,3,0.143,0,0,0,2,0.095,1,418,124,1,625uk,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,4,1
385404.txt,https://www.herbein.com,22,www.herbein.com,15,0,com,100,1,0.5229071,0.064875854,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,1597,995,1,herbein,100,100,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,6,16,23,175,0,186,1
8038140.txt,https://www.momeyklte.cattaca.com/sonn/client/index_sp.html,59,www.momeyklte.cattaca.com,25,0,com,26.13927871,0.588235294,0.5229071,0.059322849,3,2,0,0,0,40,0.678,0,0,0,0,0,7,0.119,1,9,67,1,momeykltecattacasonnclientindex_sphtml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw75963.txt,http://www.pixelkev.xyz,22,www.pixelkev.xyz,16,0,xyz,70.24513948,1,0.0017496,0.035801605,3,1,0,0,0,10,0.455,0,0,0,0,0,1,0.045,0,9,50,1,pixelkev,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7961495.txt,http://doc-metamask.rf.gd,24,doc-metamask.rf.gd,18,0,gd,54.94040754,0.6,0.0000502,0.058081461,2,1,0,0,0,14,0.583,0,0,0,0,0,3,0.125,0,2,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
8037188.txt,https://constantc9800corp.z13.web.core.windows.net/,50,constantc9800corp.z13.web.core.windows.net,42,0,net,61.09265412,0.368421053,0.0384199,0.050505231,3,4,0,0,0,31,0.62,6,0.12,0,0,0,5,0.1,1,2,321,1,constantc9800corpz13webcorewindows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61547.txt,https://www.ideal-group.org,26,www.ideal-group.org,19,0,org,100,0.545454545,0.0799628,0.060117769,3,1,0,0,0,12,0.462,0,0,0,0,0,2,0.077,1,462,718,1,ideal-group,100,100,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,8,6,77,0,85,1
522031.txt,https://www.jrlawfirm.com,24,www.jrlawfirm.com,17,0,com,100,1,0.5229071,0.052738451,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,1360,29786,1,jrlawfirm,100,100,0,1,1,0,0,1,0,8,0,1,1,1,0,0,1,0,1,21,29,18,266,31,147,1
707011.txt,https://www.stratviewresearch.com,32,www.stratviewresearch.com,25,0,com,100,1,0.5229071,0.06296162,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,4638,15155,1,stratviewresearch,100,100,1,0,1,1,1,1,2,2,0,1,1,0,0,0,1,0,1,103,18,27,291,1,189,1
7601438.txt,https://s.free.fr/6qetakzy,25,s.free.fr,9,0,fr,46.5237167,0.833333333,0.0141483,0.045546063,2,1,0,0,0,13,0.52,1,0.04,0,0,0,3,0.12,1,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
